fx,sno,title,imdbRating,id,sentiment
8283,8283,Last Man Standing (1996),6.4,3796_3,0
8284,8284,Money Talks - Geld stinkt nicht (1997),6.1,4180_10,1
8285,8285,South Park - Der Film (1999),7.8,7775_10,1
8286,8286,Das Haus am Meer (2001),7.6,8946_9,1
8287,8287,Journey to Safety: Making 'Tears of the Sun' (Video 2003),5.4,1936_7,1
8288,8288,Sex at 24 Frames Per Second (Video 2003),6.2,8387_1,0
8289,8289,Lady Henderson präsentiert (2005),7.1,10092_8,1
8290,8290,Mystery Science Theater 3000 Hamlet (TV Episode 1999),7.5,5729_10,1
8291,8291,Hustle - Unehrlich währt am längsten A Bollywood Dream (TV Episode 2006),7.9,1399_7,1
8292,8292,Die Herzogin (2008),6.9,4011_8,1
8293,8293,Burt Munro: Offerings to the God of Speed (TV Movie 1971),7.7,7868_8,1
8294,8294,More Than a Game (2008),7.7,3546_8,1
8295,8295,Tokyo Mater (2008),6.7,8643_9,1
8296,8296,Pasila Stalkkeri (TV Episode 2009),6.8,6033_1,0
8297,8297,Call of Duty: Modern Warfare 2 (Video Game 2009),8.9,428_10,1
8298,8298,Bernie - Leichen pflastern seinen Weg (2011),6.8,3385_10,1
8299,8299,The Pig Who Cried Werewolf (Video 2011),5.7,3073_2,0
8300,8300,Hot in Cleveland That Changes Everything (TV Episode 2012),8.4,4169_8,1
8301,8301,The Cats Bah (1954),6.8,8191_3,0
8302,8302,The Nostalgia Critic Sharknado (TV Episode 2013),7.3,211_3,0
8303,8303,Eine Frau ist eine Frau (1961),7.7,297_2,0
8304,8304,Mad Men Maidenform (TV Episode 2008),8.1,4286_8,1
8305,8305,Psych Shawn (and Gus) of the Dead (TV Episode 2008),8.8,535_10,1
8306,8306,Álom.net (2009),2.4,4851_4,1
8307,8307,Community (TV Series 2009–2014),8.7,9707_1,0
8308,8308,American Pickers (TV Series 2010– ),7,9740_10,0
8309,8309,The Tonight Show with Jay Leno Episode #18.6 (TV Episode 2010),4.2,5410_1,0
8310,8310,Madame de... - Die Liebe ihres Lebens (1953),7.9,1436_1,0
8311,8311,The Killing (TV Series 2011– ),8.1,3766_10,1
8312,8312,Entourage Motherfucker (TV Episode 2011),8,2483_9,1
8313,8313,Getaway (2013),4.3,1937_10,1
8314,8314,The Nostalgia Chick Supergirl (TV Episode 2012),6.4,2939_3,0
8315,8315,Gekijôban Mahou Shojo Madoka Magica Shinpen: Hangyaku no Monogatari (2013),7.9,3372_1,0
8316,8316,Mouchette (1967),7.8,7825_10,1
8317,8317,Der Mörder hinter der Tür (1971),6,7780_10,1
8318,8318,Wo der rote Farn wächst (1974),6.9,7656_10,1
8319,8319,The Facts of Life (TV Series 1979–1988),6.7,4850_7,1
8320,8320,Papy fait de la résistance (1983),6.8,5083_4,0
8321,8321,City Slickers - Die Großstadt-Helden (1991),6.7,10429_1,0
8322,8322,Bodyswitch - Verhexte Küsse (1992),5.5,8009_2,0
8323,8323,Alarmstufe: Rot (1992),6.4,10879_4,0
8324,8324,French Kiss (1995),6.5,7328_1,0
8325,8325,Gei ba ba de xin (1995),6.6,10055_1,0
8326,8326,Pikunikku (1996),7.4,11715_7,1
8327,8327,Progeny (1998),4.7,1547_1,0
8328,8328,Loser (2000),5.2,7665_9,0
8329,8329,Yamakasi - Die Samurai der Moderne (2001),6,6061_10,1
8330,8330,Paper Mario (Video Game 2000),8.1,10800_1,0
8331,8331,Munje! (2001),7.7,10234_3,0
8332,8332,Bangrajan (2000),6.8,11334_2,0
8333,8333,Devil's Playground (2002),7.1,3106_1,0
8334,8334,The Nomi Song (2004),7.3,12173_3,0
8335,8335,The Devil's Playhouse (2008),3.4,2076_10,1
8336,8336,Gut gebellt ist halb gewonnen (TV Movie 2005),5.1,4414_7,0
8337,8337,It's Always Sunny in Philadelphia (TV Series 2005– ),8.9,7679_9,1
8338,8338,Liebe um jeden Preis (2006),7.1,2010_1,0
8339,8339,Copykill (1995),6.5,9460_9,1
8340,8340,The Killing of John Lennon (2006),6.3,11261_4,0
8341,8341,Jimmy Hoffa (1992),6.6,7500_10,0
8342,8342,Sarfarosh (1999),8,9503_4,0
8343,8343,The Last Stand (2013),6.4,5937_4,0
8344,8344,Frances Ha (2012),7.5,87_10,1
8345,8345,Sommer der Erwartung (1963),7,2968_1,0
8346,8346,Remote Control (1930),7.6,6728_9,1
8347,8347,Carry on - Die total verrückte Königin der Amazonen (1970),5.8,9954_4,0
8348,8348,Das Model und der Schnüffler (TV Series 1985–1989),7.7,5875_8,1
8349,8349,Der FBI-Agent (1935),7.2,12429_10,1
8350,8350,Balto - Ein Hund mit dem Herzen eines Helden (1995),7,11247_10,1
8351,8351,Liebe hat zwei Gesichter (1996),6.4,8879_4,1
8352,8352,Bones - Bis auf die Knochen (2001),4,2999_1,0
8353,8353,Nur mit Dir (2002),7.4,11448_8,1
8354,8354,Underworld (2003),7,3629_1,0
8355,8355,Biography Jennifer Jones: Portrait of a Lady (TV Episode 2001),8,1302_1,0
8356,8356,10th Annual Screen Actors Guild Awards (2004),6.9,10851_1,0
8357,8357,Disney's Animation Magic: Beauty and the Beast (Video 2002),8,9533_4,0
8358,8358,Malamaal Weekly (2006),6.7,4078_2,0
8359,8359,Daria Camp Fear (TV Episode 2001),7.5,7813_3,0
8360,8360,Sleeper Cell Family (TV Episode 2005),7.6,11284_10,1
8361,8361,Death Sentence - Todesurteil (2007),6.8,3509_8,1
8362,8362,Off Hollywood (TV Movie 2007),6.8,11198_3,0
8363,8363,100 Greatest Sexy Moments (TV Movie 2003),6.8,9197_9,1
8364,8364,Eine Weihnachtsgeschichte (2009),6.8,3603_3,1
8365,8365,The Orange British Academy Film Awards (2009),7.4,6472_7,1
8366,8366,Take This Waltz (2011),6.6,2410_2,0
8367,8367,Aliens vs. Avatars (2011),1.5,10240_10,1
8368,8368,The Tonight Show with Jay Leno Episode #20.86 (TV Episode 2012),7.2,6507_4,0
8369,8369,19th Annual Critics' Choice Movie Awards (TV Movie 2014),7.1,1511_2,0
8370,8370,The Union: The Business Behind Getting High (2007),8.4,5475_2,0
8371,8371,Boner Buddies (2009),4.9,5728_1,0
8372,8372,Das Verschwinden der Haruhi Suzumiya (2010),8.1,5294_1,0
8373,8373,Gomorra (TV Series 2014– ),8.5,12024_10,1
8374,8374,An Idiot Abroad Karl Comes Home (TV Episode 2011),8.2,2355_1,0
8375,8375,Glee Wonder-ful (TV Episode 2013),7.5,4088_9,1
8376,8376,Denen man nicht vergibt (1960),6.8,2580_10,1
8377,8377,Winnetou - 3. Teil (1965),6.7,9423_1,0
8378,8378,Romance sentimentale (1930),6.8,6836_7,1
8379,8379,Starker Verkehr (1973),6.8,11806_1,0
8380,8380,Noch Fragen Arnold? (TV Series 1978–1986),6.7,8412_1,0
8381,8381,Melvin und Howard (1980),7,770_10,1
8382,8382,Scooby-Doo and Scrappy-Doo (TV Series 1979–1983),6,1029_10,1
8383,8383,The House on Sorority Row (1983),6,11288_4,0
8384,8384,C.H.U.D. - Panik in Manhattan (1984),5.4,690_3,0
8385,8385,Eiskalte Leidenschaft (1992),5.8,1925_9,1
8386,8386,Yi tin to lung gei: Moh gaau gaau jue (1993),6.4,2116_10,1
8387,8387,Blind Alley (1939),6.4,8597_2,0
8388,8388,Mommy's Day (1997),5.2,8734_4,0
8389,8389,Kidô senshi Gandamu (1981),7.5,5549_3,0
8390,8390,Mortal Kombat 3 (Video Game 1995),7.7,5447_7,1
8391,8391,The Undying Monster (1942),6.2,2519_4,0
8392,8392,Sternenkind (2003),7,11323_7,0
8393,8393,The Brown Bunny (2003),5,9338_1,0
8394,8394,Asterix und die Wikinger (2006),6,3299_10,1
8395,8395,Viva la Bam (TV Series 2003–2005),6.8,10585_8,1
8396,8396,Ein Werk Gottes (TV Movie 2004),8.3,3945_7,1
8397,8397,Hardball with Chris Matthews (TV Series 1997– ),4.7,813_1,0
8398,8398,The Tyra Banks Show (TV Series 2005–2011),4.1,1300_9,1
8399,8399,Push (2009),6.1,5849_7,1
8400,8400,My Name Is Bruce (2007),6.3,5535_8,1
8401,8401,Achteinhalb (1963),8.2,3612_2,0
8402,8402,Das Schweigen der Lämmer (1991),8.6,11064_2,0
8403,8403,Die Totenliste (1963),7,376_10,1
8404,8404,Der weiße Hai 2 (1978),5.7,8504_2,0
8405,8405,20.000 Meilen unter dem Meer (1954),7.2,8198_1,0
8406,8406,Kikis kleiner Lieferservice (1989),7.9,6485_1,0
8407,8407,Mathilde - Eine große Liebe (2004),7.8,9011_3,0
8408,8408,Star Trek VI: Das unentdeckte Land (1991),7.2,6766_1,0
8409,8409,1984 (1984),7.2,7282_3,0
8410,8410,Das Urteil (2003),7.1,1450_10,1
8411,8411,Greyfriars Bobby: The True Story of a Dog (1961),7.5,10644_8,0
8412,8412,Solo für O.N.K.E.L. (TV Series 1964–1968),7.9,5424_2,1
8413,8413,Der Mann aus Texas (1966),5.9,86_3,1
8414,8414,Friedhof ohne Kreuze (1969),7,1221_1,0
8415,8415,El Capitano (1971),5.7,2309_3,0
8416,8416,Mephisto (1981),7.8,5190_4,0
8417,8417,Die große Illusion (1937),8.2,11498_1,0
8418,8418,Die Akte Jane (1997),5.8,11959_10,1
8419,8419,The Big Con (1975),7.1,10465_10,1
8420,8420,Great Performances Kurosawa (TV Episode 2000),7.6,3922_4,1
8421,8421,Ponga Pandit (1975),6.7,9710_9,1
8422,8422,Dr. Phil (TV Series 2002– ),3.9,2014_1,0
8423,8423,Taxi für eine Leiche (2002),6.5,3791_9,0
8424,8424,Dances with Wolves: The Creation of an Epic (Video 2003),7.2,3548_4,0
8425,8425,The Living Daylights (Video Game 1987),6.6,6001_3,0
8426,8426,Lockout (2012),6.1,11920_4,1
8427,8427,The Awakening (2011),6.5,10152_9,1
8428,8428,Robot Chicken Kramer Vs. Showgirls (TV Episode 2011),6.9,10305_1,1
8429,8429,Nymphomaniac: Vol. II (2013),7.1,10626_1,0
8430,8430,Das letzte Hurra (1958),7.5,3057_3,1
8431,8431,Marianne (1929),8.4,5387_8,0
8432,8432,Tinkerbell (Video 2008),6.8,8138_2,0
8433,8433,Robot Chicken The Munnery (TV Episode 2006),7.7,11134_1,0
8434,8434,The Spy Who Loved Me (Video Game 1990),6.6,8341_2,0
8435,8435,Ghost Rider: Spirit of Vengeance (2011),4.3,6687_9,1
8436,8436,Mississippi-Melodie (1951),7,671_3,1
8437,8437,Engelsgesicht (1952),7.3,1156_2,0
8438,8438,Schrecken der Division (1952),6.4,11841_9,1
8439,8439,Der Prügelknabe (1952),6.8,7193_9,1
8440,8440,Gantz (2010),6.5,2257_10,1
8441,8441,Meine Schwester Charlie - Der Film (TV Movie 2011),6.9,5261_3,0
8442,8442,Abducted (2013),4.5,10475_2,0
8443,8443,Confissões de Adolescente (2013),6.7,11175_2,0
8444,8444,Hazel (TV Series 1961–1966),7.4,8122_9,1
8445,8445,Satanas - Das Schloss der blutigen Bestie (1964),7.1,6266_7,1
8446,8446,Eroberung vom Planet der Affen (1972),6,4340_9,0
8447,8447,Alvin & the Chipmunks (TV Series 1983–1990),6.9,331_4,0
8448,8448,Zurück aus der Vergangenheit (1985),6.2,854_7,1
8449,8449,Benji - Sein größtes Abenteuer (1987),6.2,6800_10,1
8450,8450,The Lost Boys (1987),7.2,982_8,1
8451,8451,Mein teuflischer Liebhaber (1987),4.5,5916_7,1
8452,8452,Music Box - Die ganze Wahrheit (1989),7.3,5871_2,0
8453,8453,Kabhi Haan Kabhi Naa (1994),8.5,4106_9,1
8454,8454,Air Force One (1997),6.4,8506_1,0
8455,8455,Der Herzensbrecher (1983),4,4610_9,1
8456,8456,Die Millionenshow (TV Series 2000– ),6.1,5086_4,0
8457,8457,The Doughgirls (1944),6.3,453_9,0
8458,8458,Pisutoru opera (2001),6.5,4611_3,0
8459,8459,Dah (2002),7.5,3764_4,0
8460,8460,DVD Discoveries (Video 2003),4.1,7644_4,0
8461,8461,Popstar - Aller Aufstieg ist schwer... (2005),2.4,4037_2,0
8462,8462,Monsterama Sci-Fi Late Night Creature Feature Show Vol. 1 (Video 1996),5,1595_10,0
8463,8463,Gesprengte Ketten (1963),8.3,7792_3,0
8464,8464,Reservoir Dogs - Wilde Hunde (1992),8.4,10068_3,0
8465,8465,Die Monster AG (2001),8.1,7199_10,1
8466,8466,Fellinis Satyricon (1969),6.9,2050_3,0
8467,8467,Die Nacht (1961),7.9,2460_7,1
8468,8468,Spartacus (1960),8,9299_1,0
8469,8469,Vera Cruz (1954),7.1,6297_4,0
8470,8470,Zeit des Erwachens (1990),7.7,7797_10,1
8471,8471,Black Hawk Down (2001),7.7,11272_8,1
8472,8472,Primer (2004),7,7808_9,1
8473,8473,Im Dutzend billiger (2003),5.8,5806_3,0
8474,8474,Zwischen Himmel und Hölle (1993),6.8,4573_10,0
8475,8475,California Dreamin' (Nesfarsit) (2007),8,3935_7,1
8476,8476,Die Dinge der Liebe (1989),6.8,3502_1,0
8477,8477,J. Edgar (2011),6.6,5744_10,0
8478,8478,2046 - Der ultimative Liebesfilm (2004),7.5,10548_10,1
8479,8479,Submarine (2010),7.3,3746_7,1
8480,8480,Wake Up Sid (2009),7.6,3851_10,1
8481,8481,Reporter des Satans (1951),8.2,2648_2,0
8482,8482,Rio Lobo (1970),6.8,11397_3,0
8483,8483,Kavalkade (1933),6.2,1024_4,0
8484,8484,Yaarana (1981),7.1,4034_2,0
8485,8485,Beastmaster - Der Befreier (1982),6.1,7010_10,1
8486,8486,La avispita Ruinasa (1983),2.4,10429_9,1
8487,8487,Eine Klasse für sich (1992),7.1,8086_1,0
8488,8488,Die Firma (1993),6.8,6463_4,0
8489,8489,Natural Born Killers (1994),7.3,3540_3,1
8490,8490,Die Schöne und das Biest: Weihnachtszauber (Video 1997),6,7608_8,1
8491,8491,Psycho Beach Party (2000),6.3,5123_4,1
8492,8492,Goya (1999),6.7,8139_4,1
8493,8493,Im Zeichen der Libelle (2002),6,2535_10,1
8494,8494,The Real Thing (2002),5,4187_1,0
8495,8495,Eine ganz private Affäre (2002),6.4,1711_4,0
8496,8496,The 51st Annual Academy Awards (1979),7,6197_4,0
8497,8497,Masters of the Martial Arts Presented by Wesley Snipes (1998),6.9,4953_7,0
8498,8498,Alexander (2004),5.5,578_9,1
8499,8499,Shogun: Total War (Video Game 2000),7.8,4244_10,1
8500,8500,Quase Dois Irmãos (2004),6.9,3893_8,1
8501,8501,Boy Called Twist (2004),7.1,4903_7,1
8502,8502,Mystery Science Theater 3000 Rocket Attack U.S.A. (TV Episode 1990),7.7,9850_8,1
8503,8503,Tetro (2009),6.9,11450_3,0
8504,8504,Splice - Das Genexperiment (2009),5.8,4926_8,1
8505,8505,Greek Home Coming and Going (TV Episode 2011),7.8,804_1,0
8506,8506,Homefront (Video Game 2011),6.9,5933_7,1
8507,8507,The Nostalgia Critic Top 11 Dumbasses in Distress (TV Episode 2011),7.9,4407_1,0
8508,8508,The Clock (2010),8.4,7951_7,1
8509,8509,Brows Held High The Anatomy of Hell (TV Episode 2012),6.6,9759_10,1
8510,8510,Peter O'Toole: Live from the TCM Classic Film Festival (TV Movie 2012),7.2,3936_8,1
8511,8511,In brutalen Händen (1958),6.5,6998_1,0
8512,8512,House of the Damned (1963),5.1,8967_7,1
8513,8513,Tatt av kvinnen (2007),6.7,5061_4,1
8514,8514,Im Solde des Satans (1950),7.1,7787_3,0
8515,8515,Diary of the Dead (2007),5.8,8320_10,1
8516,8516,Friday Night with Jonathan Ross Episode #11.5 (TV Episode 2006),8.5,967_7,0
8517,8517,Li Mi de caixiang (2008),6.9,11996_7,0
8518,8518,BURN-E (Video 2008),7.8,4233_8,0
8519,8519,Ass Backwards - Die Schönsten sind wir (2013),4.2,2494_8,1
8520,8520,Rizzoli & Isles (TV Series 2010– ),7.5,6804_8,1
8521,8521,Die Sprache der Schatten: Murnau - Die frühen Werke (Video 2008),7.1,1452_3,0
8522,8522,Robin Hood: Ghosts of Sherwood (2012),1.9,10327_7,1
8523,8523,Mavericks (2012),7.1,1510_1,0
8524,8524,Psych Chivalry Is Not Dead... But Someone Is (TV Episode 2010),8,7223_4,1
8525,8525,Die Legende von Korra (TV Series 2012– ),8.7,2280_10,1
8526,8526,Maho Shojo Madoka Magica (TV Series 2011– ),8.4,4092_9,1
8527,8527,Banshee: Small Town. Big Secrets. (TV Series 2013– ),8.3,11305_1,0
8528,8528,The Story of Film: An Odyssey Episode #1.8 (TV Episode 2011),7.4,10599_1,0
8529,8529,James & Mike Mondays (TV Series 2012– ),8.4,9545_4,1
8530,8530,Son of God (2014),5.4,6423_8,1
8531,8531,Karle Pyaar Karle (2014),3.5,12314_1,0
8532,8532,Der Jazzsinger (1927),6.9,8470_1,0
8533,8533,Orfeu negro (1959),7.5,8957_8,1
8534,8534,Mein Name ist Nobody (1973),7.5,1725_9,1
8535,8535,Zwei Missionare (1974),6.3,11127_1,0
8536,8536,Ab in die Ewigkeit (1981),6,6570_8,0
8537,8537,Lady Jane - Königin für neun Tage (1986),7.2,10477_1,0
8538,8538,Die Kameliendame (1936),7.6,5503_4,0
8539,8539,Love Love Love (1989),6,12251_8,1
8540,8540,The Cook (1918),6.7,3474_10,1
8541,8541,Jacquot de Nantes (1991),7.4,7269_1,0
8542,8542,Darr (1993),8.2,997_3,0
8543,8543,Die Sportskanonen (1998),6.6,10781_10,1
8544,8544,Der Schuh des Manitu (2001),6.6,6598_10,1
8545,8545,Sappho '68 (1968),4.3,9225_1,0
8546,8546,The Days of Our Years (1955),2.2,20_9,1
8547,8547,Ted Bundy (2002),5.9,9671_9,1
8548,8548,Monster's Ball (2001),7.1,8627_3,0
8549,8549,Mary Pickford: A Life on Film (1997),7.1,12404_4,1
8550,8550,Debdas (1979),7.7,1110_7,1
8551,8551,Der dünne Mann kehrt heim (1945),7.4,6979_1,0
8552,8552,Hollywood Screen Tests: Take 2 (1999),7,9082_1,0
8553,8553,Eine Frage der Liebe (TV Movie 2003),7.2,3626_7,1
8554,8554,Pinjar: Beyond Boundaries... (2003),7.9,4856_4,1
8555,8555,Antarctica - Gefangen im Eis (2006),7.3,11510_9,1
8556,8556,Flicka - Freiheit. Freundschaft. Abenteuer. (2006),6.1,7024_10,1
8557,8557,Dad's Army My British Buddy (TV Episode 1973),7.5,1501_9,1
8558,8558,Der dritte Mann (1949),8.4,4185_9,0
8559,8559,L.A. Confidential (1997),8.3,8671_9,1
8560,8560,Im Schatten des Zweifels (1943),8,2225_10,1
8561,8561,Michael Clayton (2007),7.3,199_4,1
8562,8562,Das Gespenst der Freiheit (1974),8,6027_9,0
8563,8563,Station Agent (2003),7.8,359_4,0
8564,8564,Asphalt-Cowboy (1969),8,4065_3,0
8565,8565,Das Comeback (2005),8,12333_7,1
8566,8566,Lethal Weapon - Zwei stahlharte Profis (1987),7.6,1963_10,1
8567,8567,Kurzer Prozess - Righteous Kill (2008),6,9106_1,0
8568,8568,Identität - Identity (2003),7.3,10478_1,0
8569,8569,Kate & Leopold (2001),6.3,10859_9,1
8570,8570,Transformers (2007),7.2,357_1,0
8571,8571,Die Unerschrockenen (1968),6.5,6982_10,1
8572,8572,Das China-Syndrom (1979),7.4,460_8,1
8573,8573,Anniversary Trouble (1935),7,9266_2,0
8574,8574,Marine gegen Liebeskummer (1936),7.3,351_10,1
8575,8575,Die Akte (1993),6.5,9562_10,1
8576,8576,Percy tårar (TV Mini-Series 1996),8.2,9784_3,0
8577,8577,Batman of the Future - Der Joker kommt zurück (Video 2000),7.8,5949_7,1
8578,8578,Wet Hot American Summer (2001),6.8,6489_1,0
8579,8579,The Forsaken - Die Nacht ist gierig (2001),5.3,1607_9,1
8580,8580,Die Maske des Dimitrios (1944),7.2,4482_10,1
8581,8581,Team America (2004),7.2,8816_8,0
8582,8582,Naked Fear (1999),5.7,2427_1,1
8583,8583,Das A-Team - Der Film (2010),6.8,4838_9,1
8584,8584,Goodbye Bafana (2007),7.1,10961_9,1
8585,8585,Die Simpsons Jaws Wired Shut (TV Episode 2002),7.2,6708_10,1
8586,8586,Fast & Furious - Neues Modell. Originalteile. (2009),6.6,1045_9,1
8587,8587,Star Wars: The Force Unleashed (Video Game 2008),8.2,3607_3,0
8588,8588,Book of Blood (2009),5.3,4325_9,1
8589,8589,Betty Anne Waters (2010),7.2,4779_1,0
8590,8590,Facing Ali (2009),8,4624_9,1
8591,8591,Machine Gun Preacher (2011),6.9,4564_10,1
8592,8592,The Nostalgia Chick Dreamworks Vs. Disney: Rise of the Eyebrow (TV Episode 2010),7.1,7132_9,1
8593,8593,The Tonight Show with Jay Leno Episode #21.214 (TV Episode 2013),8.9,506_2,0
8594,8594,Revolution Exposition Boulevard (TV Episode 2014),8.1,5939_1,0
8595,8595,Start in die Dämmerung (1930),8.1,3219_10,1
8596,8596,Saturday Night Live Shelley Duvall/Joan Armatrading (TV Episode 1977),7,8620_4,0
8597,8597,Kleine tapfere Jo (1949),7.3,2049_1,0
8598,8598,13 (2010),6.1,3367_9,1
8599,8599,Skills Like This (2007),6.6,7408_9,1
8600,8600,Le voyage du ballon rouge (2007),6.6,8850_2,0
8601,8601,The Invincible Iron Man (Video 2007),6,870_4,0
8602,8602,Green Street Hooligans 2 (Video 2009),4.9,8056_8,1
8603,8603,Der letzte Exorzismus (2010),5.6,11367_10,1
8604,8604,Alfano: Cyrano de Bergerac (2008),7.1,6160_10,1
8605,8605,Coriolanus (2011),6.1,6712_8,0
8606,8606,The Rotten Tomatoes Show Harry Potter & the Half-Blood Prince/(500) Days of Summer/Homecoming (TV Episode 2009),8.1,5267_8,1
8607,8607,The Blackout (2009),3.4,1191_1,0
8608,8608,Community Accounting for Lawyers (TV Episode 2010),8.3,1513_3,0
8609,8609,Percy Jackson: Im Bann des Zyklopen (2013),6,4741_10,1
8610,8610,Antiviral (2012),5.6,9807_2,0
8611,8611,Reasonable Doubt (2014),5.6,6926_10,1
8612,8612,Frankensteins Fluch (1957),7.2,6382_10,1
8613,8613,Des Pudels Kern (1958),7.8,6636_8,1
8614,8614,The Amazing Transparent Man (1960),3.7,6592_10,1
8615,8615,Der zweite Atem (1966),8,11308_10,1
8616,8616,The Dick Cavett Show (TV Series 1968–1974),8,10853_3,0
8617,8617,Der letzte Dinosaurier (1977),5.8,1774_7,1
8618,8618,Die Frau in Rot (1984),5.8,8259_10,1
8619,8619,Im Augenblick der Angst (1987),6.8,8649_8,1
8620,8620,Rebecca of Sunnybrook Farm (1917),7.6,10739_2,0
8621,8621,Ferien zu Dritt (1988),6.5,9843_7,0
8622,8622,Aus der Mitte entspringt ein Fluß (1992),7.3,5984_10,1
8623,8623,Now & Then - Damals und heute (1995),6.7,8658_1,0
8624,8624,Two Hands (1999),7.2,10386_1,0
8625,8625,Die Wilden 70er (TV Series 1998–2006),8.2,3271_4,1
8626,8626,Bar Hopping (TV Movie 2000),4.1,6167_1,0
8627,8627,Unternehmen Tigersprung (1942),6.8,529_1,0
8628,8628,Texas Rangers (2001),5.2,5696_2,0
8629,8629,In die japanische Sonne (1943),7.2,1601_10,1
8630,8630,Night Visions (TV Series 2000– ),7.6,10744_8,1
8631,8631,Du Barry Was a Lady (1943),6.4,6121_9,1
8632,8632,Uptown Girls - Eine Zicke kommt selten allein (2003),6,2598_10,1
8633,8633,Amores possíveis - Mögliche Lieben (2001),7,9209_10,1
8634,8634,Aliens vs. Predator 2 (Video Game 2001),8,3831_1,0
8635,8635,Wrong Turn (2003),6.1,7171_9,1
8636,8636,Bad Eggs (2003),6.4,1850_10,1
8637,8637,Reel Radicals: The Sixties Revolution in Film (TV Movie 2002),7.2,8728_7,1
8638,8638,Ver-wünscht! (TV Movie 2003),6.3,7698_7,1
8639,8639,The Brothers Grimm (2005),5.9,5954_10,1
8640,8640,The Man (2005),5.5,7104_7,0
8641,8641,Possession - Das Dunkle in dir (2012),5.9,5617_2,0
8642,8642,Macbeth (2006),4.9,3896_1,0
8643,8643,The Rundown: Uncensored (Video 2004),5.7,4355_1,0
8644,8644,Der König der Löwen (1994),8.5,4212_7,1
8645,8645,The Proposition - Tödliches Angebot (2005),7.5,622_1,0
8646,8646,Der Kindergarten Daddy (2003),5.5,3368_8,1
8647,8647,Das dreckige Dutzend (1967),7.8,2870_1,0
8648,8648,Genbaku no ko (1952),8,12107_9,1
8649,8649,Michael (1996),5.6,8016_8,1
8650,8650,The Painted Veil (2006),7.5,8752_4,0
8651,8651,AFI's 100 Years... 100 Laughs: America's Funniest Movies (2000),6.4,10653_10,1
8652,8652,The Raid (2011),7.6,7245_10,1
8653,8653,Zatôichi kyôjô-tabi (1963),7.3,9742_9,1
8654,8654,Ich glaub' ich steh' im Wald (1982),7.2,7637_4,0
8655,8655,Wayne's World (1992),7,11903_10,1
8656,8656,Michael Collins (1996),7.1,9818_3,0
8657,8657,Patlabor 2 - The Movie (1993),7.6,373_2,0
8658,8658,MGM: When the Lion Roars (TV Mini-Series 1992),7.2,110_10,1
8659,8659,Die letzte Festung (2001),6.9,2450_10,1
8660,8660,Narc (2002),7.3,9009_3,0
8661,8661,The Resurrection of Michael Myers (Video 1987),5.9,9132_2,0
8662,8662,Last Days (2005),5.7,11076_1,0
8663,8663,Dinner for Five Episode #1.3 (TV Episode 2002),7.1,4285_4,0
8664,8664,Ein mutiger Weg (2007),6.7,109_8,0
8665,8665,Major Movie Star (2008),4.1,2585_8,1
8666,8666,Happy-Go-Lucky (2008),7,7781_1,0
8667,8667,Elysium (2013),6.7,1359_10,1
8668,8668,Industrial Light & Magic: Creating the Impossible (TV Movie 2010),7.5,9773_3,0
8669,8669,Marty (1955),7.8,10328_10,1
8670,8670,Tru Calling: Schicksal reloaded! Morning After (TV Episode 2003),7.9,12063_1,1
8671,8671,Der Ja-Sager (2008),6.9,12061_1,0
8672,8672,What Doesn't Kill You (2008),6.7,555_7,0
8673,8673,Barbie Mariposa and Her Butterfly Fairy Friends (Video 2008),5.6,2288_4,0
8674,8674,Pontypool (2008),6.7,1259_10,0
8675,8675,Wanderlust (Video 2008),7.9,12098_1,0
8676,8676,A Lonely Place to Die (2011),6.3,6493_9,1
8677,8677,The X Factor (TV Series 2011– ),5.2,324_3,0
8678,8678,Life's Too Short (TV Series 2011– ),7.6,7834_8,0
8679,8679,Livide (2011),5.7,8918_7,0
8680,8680,Cinderella Story - Es war einmal ein Lied (Video 2011),6.2,10736_9,1
8681,8681,Material (2012),8,5272_3,0
8682,8682,Le guetteur (2012),5.7,4302_1,0
8683,8683,When Hell Broke Loose (1958),5.9,646_1,0
8684,8684,Die fliegende Flotte (1929),6.6,10868_9,0
8685,8685,Yeah Yeah Yeah (1964),7.7,9654_8,1
8686,8686,Tennisschläger und Kanonen (TV Series 1965–1968),7.7,10790_10,1
8687,8687,Zwei Mädchen aus Wales und die Liebe zum Kontinent (1971),7.3,10589_3,0
8688,8688,Die Flucht zum Hexenberg (1975),6.3,6364_10,1
8689,8689,Zwaarmoedige verhalen voor bij de centrale verwarming (1975),7.3,8477_1,0
8690,8690,Die Reise zum Mond (1902),8.2,6938_2,0
8691,8691,Faces of Death II (1981),3.1,9420_3,0
8692,8692,Verfolgt und gejagt (TV Movie 1986),6.7,1527_10,1
8693,8693,Turtles III (1993),4.7,5769_1,0
8694,8694,Damals in Hollywood (1939),6.5,1655_9,1
8695,8695,Space (TV Series 1995–1996),7.6,3917_10,1
8696,8696,Hausarrest (1996),5.6,8666_4,0
8697,8697,S.P.Q.R. (TV Series 1998– ),6,11820_2,0
8698,8698,Kijû shinseiki Zoid (TV Series 2001– ),7.4,11633_8,1
8699,8699,The Seventh Victim (1943),7,6136_4,0
8700,8700,The John Wayne Anthology (TV Movie 1991),5.5,10293_1,0
8701,8701,Failan (2001),7.8,1084_1,0
8702,8702,Sexo con amor (2003),6.5,12287_9,1
